Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2016-01-01,0,1652,313,5300,2,0,64,0,8.9
2016-01-01,0,1809,1338,4814,3,0,88,1,18.3
2016-01-01,0,652,4607,5812,2,0,80,0,2.34
2016-01-01,0,465,4678,4814,2,0,32,1,148.57
2016-01-01,1,1859,2241,4899,3,0,88,1,206.0
2016-01-01,1,1807,2823,5814,2,0,80,1,3.93
2016-01-01,2,895,217,5651,2,0,13,0,41.39
2016-01-01,2,658,1010,5300,1,0,29,0,52.17
2016-01-01,2,1411,1069,5942,2,0,43,0,3.65
2016-01-01,2,140,3041,5411,2,0,108,1,3.13
2016-01-01,2,597,4540,7349,3,0,88,1,15.76
2016-01-01,2,1425,5929,4784,3,0,88,1,23.17
2016-01-01,3,895,217,5651,2,0,13,1,15.8
2016-01-01,3,1969,4981,5411,2,0,29,0,114.61
2016-01-01,3,57,6006,5300,2,0,4,1,74.64
2016-01-01,4,1604,1095,5411,2,0,65,1,4.48
2016-01-01,4,1807,2823,4900,3,0,88,1,130.07
2016-01-01,4,222,4636,4814,2,0,32,1,143.22
2016-01-01,4,921,4646,5813,2,0,80,1,23.81
2016-01-01,4,20,5011,5411,2,0,109,1,2.68
2016-01-01,5,801,215,4814,2,0,109,1,75.4
2016-01-01,5,921,2541,7995,1,0,77,1,380.96
2016-01-01,5,994,2889,5541,2,0,77,0,10.79
2016-01-01,5,1799,3076,5499,1,0,122,1,2.27
2016-01-01,5,816,3891,5541,2,0,108,1,13.75
2016-01-01,5,1184,3932,5813,2,0,13,1,41.89
2016-01-01,5,1487,4946,7538,2,0,89,0,73.68
2016-01-01,5,515,5487,5812,1,0,109,0,4.25
2016-01-01,5,1487,5978,5812,2,0,89,0,108.9
2016-01-01,6,1695,48,4900,3,0,88,1,52.72
2016-01-01,6,1730,357,5499,2,0,77,1,2.36
2016-01-01,6,1777,1207,4814,3,0,88,1,125.95
2016-01-01,6,1719,2058,5411,2,0,29,0,2.37
2016-01-01,6,1219,2309,7538,2,0,60,1,71.57
2016-01-01,6,1595,2429,5912,2,0,80,0,40.06
2016-01-01,6,402,2536,5411,1,0,32,1,1.23
2016-01-01,6,1026,2891,5651,1,0,13,0,28.58
2016-01-01,6,1799,3076,5541,1,0,122,0,4.76
2016-01-01,6,1262,3324,4814,3,0,88,1,60.42
2016-01-01,6,1091,3334,5814,2,0,60,0,4.82
2016-01-01,6,1091,3334,5942,2,0,60,0,7.97
2016-01-01,6,1543,4425,5411,2,0,13,0,4.96
2016-01-01,6,222,4636,5300,2,0,32,1,25.94
2016-01-01,6,81,4668,5942,2,0,109,0,3.0
2016-01-01,6,303,4783,4829,2,0,14,0,80.0
2016-01-01,6,515,5078,5541,1,0,109,1,4.29
2016-01-01,6,1259,5406,4829,2,0,77,1,280.0
2016-01-01,6,488,5413,5411,1,0,109,1,6.65
2016-01-01,6,1826,5779,5411,2,0,29,1,3.14
2016-01-01,6,564,5887,4900,2,0,61,1,107.26
2016-01-01,6,1774,5939,5812,1,0,63,1,1.58
2016-01-01,7,1296,67,4784,3,0,88,0,13.47
2016-01-01,7,1166,1222,5499,2,0,85,1,-96.0
2016-01-01,7,1166,1222,5499,2,0,85,1,17.56
2016-01-01,7,1166,1222,5499,2,0,85,1,96.0
2016-01-01,7,1300,1337,5411,2,0,56,1,52.41
2016-01-01,7,1774,2003,4829,2,0,63,1,80.0
2016-01-01,7,1595,2429,5541,2,0,80,1,8.67
2016-01-01,7,1995,2439,5912,1,0,89,1,16.66
2016-01-01,7,1807,2823,5932,2,0,80,0,112.39
2016-01-01,7,1568,3000,5311,2,0,80,1,8.7
2016-01-01,7,1799,3076,5812,1,0,122,1,2.87
2016-01-01,7,1296,3087,4784,3,0,88,0,27.02
2016-01-01,7,1262,3324,5411,2,0,13,0,23.46
2016-01-01,7,391,3488,5912,2,0,34,1,67.29
2016-01-01,7,1809,3866,5812,2,0,118,0,8.44
2016-01-01,7,1918,3898,5300,2,0,2,1,126.98
2016-01-01,7,1969,4231,5812,1,0,29,1,2.57
2016-01-01,7,162,4266,5499,2,0,85,1,49.74
2016-01-01,7,162,4266,5499,2,0,85,0,81.0
2016-01-01,7,162,4266,5499,2,0,85,1,-81.0
2016-01-01,7,1073,4436,5411,2,0,44,1,6.97
2016-01-01,7,1088,4574,5912,2,0,29,1,20.43
2016-01-01,7,81,4668,7996,3,0,88,1,209.57
2016-01-01,7,1022,5148,5300,1,0,73,0,74.03
2016-01-01,7,582,5233,4829,2,0,44,1,80.0
2016-01-01,7,1774,5939,4829,1,0,63,1,60.0
2016-01-01,8,1296,80,5499,2,0,71,0,5.38
2016-01-01,8,1648,1187,7538,1,0,80,1,33.76
2016-01-01,8,37,1230,5541,2,0,29,1,21.92
2016-01-01,8,37,1230,5541,2,0,29,1,69.0
2016-01-01,8,37,1230,5541,2,0,29,1,-69.0
2016-01-01,8,1830,1272,5814,2,0,98,1,4.68
2016-01-01,8,996,1279,5541,1,0,29,1,3.66
2016-01-01,8,1646,2276,5912,2,0,89,1,28.74
2016-01-01,8,1262,2432,5661,3,0,88,1,20.06
2016-01-01,8,1073,2547,5411,2,0,44,1,7.86
2016-01-01,8,1026,2891,5411,1,0,13,0,5.22
2016-01-01,8,1296,3087,4784,3,0,88,0,29.98
2016-01-01,8,636,3420,5300,2,0,43,1,43.68
2016-01-01,8,1296,3708,5812,2,0,71,0,6.13
2016-01-01,8,1296,3708,4121,2,0,71,0,13.96
2016-01-01,8,764,3727,4814,3,0,88,1,118.92
2016-01-01,8,1253,3841,5912,2,0,15,0,119.53
2016-01-01,8,1253,3841,5541,2,0,15,1,54.32
2016-01-01,8,1253,3841,5541,2,0,15,1,84.0
2016-01-01,8,1253,3841,5541,2,0,15,0,-84.0
2016-01-01,8,1995,4180,5541,2,0,89,0,12.88
2016-01-01,8,1742,4414,5411,2,0,44,1,7.5
2016-01-01,8,80,4492,5812,2,0,85,1,4.55
