Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2018-01-01,0,652,1255,5812,2,0,89,1,2.36
2018-01-01,0,897,4458,5411,1,0,32,0,2.83
2018-01-01,1,652,2502,4899,3,0,88,1,215.28
2018-01-01,1,1088,4574,5812,2,0,98,1,6.93
2018-01-01,1,921,4675,3780,2,0,85,1,78.35
2018-01-01,1,1807,5712,5411,2,0,122,1,2.57
2018-01-01,1,921,6115,3780,2,0,85,1,-219.0
2018-01-01,2,140,4150,5812,1,0,108,0,2.82
2018-01-01,2,1425,5386,4784,3,0,88,1,28.84
2018-01-01,3,895,3483,5310,1,0,13,0,16.47
2018-01-01,3,699,4283,5300,2,0,41,1,52.86
2018-01-01,4,1604,2188,5541,2,0,65,1,5.45
2018-01-01,4,20,3895,5411,2,0,109,1,1.62
2018-01-01,4,921,4675,5813,2,0,80,1,22.58
2018-01-01,4,1260,6081,5411,1,0,29,0,3.54
2018-01-01,5,1719,2058,5541,1,0,29,1,2.14
2018-01-01,5,1487,2978,5812,2,0,89,0,99.71
2018-01-01,5,1487,2978,5814,2,0,89,0,106.86
2018-01-01,5,668,4318,7538,2,0,2,1,21.03
2018-01-01,5,1799,5909,5499,2,0,122,1,1.7
2018-01-01,6,963,1353,5499,2,0,59,1,97.0
2018-01-01,6,963,1353,5499,2,0,59,1,-97.0
2018-01-01,6,963,1353,5499,2,0,59,1,20.17
2018-01-01,6,1809,2114,5311,2,0,118,0,130.04
2018-01-01,6,402,2536,5812,2,0,32,1,1.62
2018-01-01,6,402,2536,5541,2,0,32,1,0.86
2018-01-01,6,81,2962,5814,2,0,109,0,3.05
2018-01-01,6,1799,3076,5411,1,0,122,1,4.77
2018-01-01,6,1091,3334,5814,2,0,60,0,6.83
2018-01-01,6,1997,3343,5942,2,0,63,0,24.65
2018-01-01,6,1219,3466,7538,2,0,60,1,80.04
2018-01-01,6,1125,3601,5411,2,0,109,1,8.17
2018-01-01,6,679,3741,5411,2,0,89,0,1.65
2018-01-01,6,1918,3898,5499,2,0,2,0,1.76
2018-01-01,6,1918,3898,5411,2,1,2,1,100.93
2018-01-01,6,1918,3898,5411,2,0,2,1,112.75
2018-01-01,6,515,3984,5812,2,0,109,1,4.21
2018-01-01,6,489,4233,5499,2,0,75,1,100.0
