Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2012-01-01,0,1807,165,5942,1,0,34,0,3.48
2012-01-01,0,1026,983,4814,1,0,13,1,62.14
2012-01-01,1,1807,165,5942,1,0,34,1,3.67
2012-01-01,1,1807,165,5814,1,0,34,1,2.46
2012-01-01,1,652,1255,5813,1,0,15,1,22.87
2012-01-01,1,652,4607,5814,1,0,15,1,2.82
2012-01-01,1,1133,5211,4814,1,0,80,0,43.18
2012-01-01,1,230,5788,4899,3,0,88,0,149.36
2012-01-01,2,1253,2561,4900,1,0,15,1,86.85
2012-01-01,2,140,3041,5812,1,0,108,1,3.38
2012-01-01,2,1471,3094,7922,1,0,108,1,1.93
2012-01-01,2,0,4639,4814,1,0,89,1,110.56
2012-01-01,2,1332,5666,5311,1,0,80,1,139.91
2012-01-01,2,1411,5761,5411,1,0,43,1,2.1
2012-01-01,2,1425,5929,4784,3,0,88,1,21.13
2012-01-01,3,895,3483,5300,1,0,13,1,30.28
2012-01-01,3,1030,3828,5912,1,0,122,1,6.7
2012-01-01,3,699,3875,5651,1,0,41,0,73.84
2012-01-01,3,241,3921,5311,1,0,73,1,35.84
2012-01-01,3,1411,4700,5411,1,0,43,0,3.93
2012-01-01,3,57,6006,5970,1,0,4,0,72.06
2012-01-01,3,57,6006,5970,1,1,4,1,80.88
2012-01-01,4,1604,2188,5499,1,0,65,1,6.13
2012-01-01,4,20,3895,5812,1,0,109,0,2.59
2012-01-01,4,994,5367,5912,1,0,77,1,9.86
2012-01-01,4,1826,5779,5311,3,0,88,1,13.27
2012-01-01,5,402,2536,5411,1,0,32,1,1.6
2012-01-01,5,921,2541,7995,1,0,80,1,362.19
2012-01-01,5,994,3243,5912,1,0,77,0,8.18
2012-01-01,5,1221,4693,4899,3,0,88,1,186.18
2012-01-01,5,1487,4946,5812,1,0,89,0,95.58
2012-01-01,5,1799,5909,5499,1,0,122,0,6.25
2012-01-01,5,1487,5978,7538,1,0,89,1,94.96
2012-01-01,5,1487,5978,5814,1,0,89,1,78.22
2012-01-01,6,996,1279,5411,1,0,29,1,1.3
2012-01-01,6,1774,2003,5411,1,0,63,0,1.28
2012-01-01,6,1719,2058,5411,1,0,29,0,1.8
2012-01-01,6,1595,2429,5912,1,0,85,1,29.62
2012-01-01,6,1997,2481,5912,1,0,63,1,23.62
2012-01-01,6,1799,3076,5411,1,0,122,1,5.54
2012-01-01,6,996,3208,5541,1,0,29,0,2.06
2012-01-01,6,1091,3334,5499,1,0,60,1,7.04
2012-01-01,6,1219,3466,7538,1,0,60,0,97.86
2012-01-01,6,679,3741,5411,1,0,89,1,2.09
2012-01-01,6,1543,3864,5942,1,0,13,1,3.68
2012-01-01,6,1918,3898,5541,1,0,2,0,1.85
