Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2010-01-01,0,1807,165,5942,1,0,80,1,4.81
2010-01-01,0,652,4293,5411,1,0,15,1,2.4
2010-01-01,0,561,4575,5311,1,0,41,1,14.57
2010-01-01,1,561,3764,5813,1,0,41,1,7.75
2010-01-01,1,597,4540,5300,1,0,13,1,14.2
2010-01-01,2,241,58,4900,3,0,88,0,38.11
2010-01-01,2,140,152,5541,1,0,108,0,3.93
2010-01-01,2,895,217,5300,1,0,13,1,58.85
2010-01-01,2,1411,1069,5812,1,0,43,1,4.04
2010-01-01,2,706,4284,4829,1,0,13,1,160.0
2010-01-01,2,727,4295,5541,1,0,64,0,6.79
2010-01-01,2,595,4667,4900,1,0,73,1,33.02
2010-01-01,2,908,5154,5651,1,0,73,0,57.73
2010-01-01,3,140,152,5814,1,0,108,1,3.92
2010-01-01,3,895,1116,5651,1,0,13,0,35.23
2010-01-01,3,819,3245,4900,1,0,89,1,102.27
2010-01-01,3,618,3411,5411,1,0,13,1,6.72
2010-01-01,3,241,3921,5651,1,0,73,0,63.5
2010-01-01,3,377,4602,7538,1,0,123,0,59.44
2010-01-01,4,1807,2823,4900,1,0,80,0,119.42
2010-01-01,4,20,3857,5812,1,0,109,1,2.56
2010-01-01,4,816,5066,5411,1,0,108,0,108.13
2010-01-01,4,103,5113,4899,3,0,88,0,166.34
2010-01-01,5,303,4194,4829,1,0,14,0,80.0
2010-01-01,5,595,4666,5655,1,0,73,1,67.25
2010-01-01,5,1826,5779,5499,1,0,29,1,3.29
2010-01-01,5,1487,5978,5812,1,0,89,1,91.13
2010-01-01,6,840,37,5541,1,0,13,0,105.7
2010-01-01,6,840,37,5541,1,0,13,0,87.0
2010-01-01,6,840,37,5541,1,0,13,1,-87.0
2010-01-01,6,81,96,5411,1,0,109,1,3.37
2010-01-01,6,303,984,5411,1,0,14,0,92.22
2010-01-01,6,996,1107,5411,1,0,29,1,1.54
2010-01-01,6,1719,2058,5411,1,0,29,1,1.79
2010-01-01,6,1604,2188,5815,3,0,88,1,3.66
2010-01-01,6,1133,2586,3256,1,0,89,1,1153.61
2010-01-01,6,1091,3334,5541,1,0,60,1,6.46
2010-01-01,6,636,3420,5499,1,0,43,1,-52.0
2010-01-01,6,636,3420,7538,1,0,43,1,34.68
2010-01-01,6,636,3420,5499,1,0,43,1,52.0
2010-01-01,6,636,3420,5499,1,0,43,1,8.28
2010-01-01,6,1774,4516,5541,1,0,63,0,1.37
2010-01-01,6,1777,4557,4814,1,0,118,1,101.79
2010-01-01,6,1969,4981,4829,1,0,29,1,100.0
2010-01-01,6,515,5078,5814,1,0,109,0,4.37
2010-01-01,6,1799,5909,5812,1,0,122,1,4.9
2010-01-01,6,679,5972,5812,1,0,89,1,2.99
2010-01-01,6,119,5980,4814,3,0,88,0,178.53
2010-01-01,7,1296,67,4784,3,0,88,1,24.63
2010-01-01,7,303,149,5912,1,0,14,1,100.07
2010-01-01,7,217,174,5912,1,0,43,1,22.83
2010-01-01,7,142,1046,5499,1,0,109,1,0.87
2010-01-01,7,1595,2472,5411,1,0,80,0,6.77
2010-01-01,7,1022,2504,5300,1,0,73,0,93.4
2010-01-01,7,1073,2547,4829,1,0,44,1,80.0
2010-01-01,7,437,3271,5541,1,0,60,0,90.0
2010-01-01,7,437,3271,5541,1,0,60,1,-90.0
2010-01-01,7,437,3271,5541,1,0,60,0,71.52
2010-01-01,7,1296,3665,4784,3,0,88,1,17.51
2010-01-01,7,668,3758,4829,1,0,32,1,40.0
2010-01-01,7,849,3823,5411,1,0,89,0,2.51
2010-01-01,7,110,4103,5541,1,0,109,1,78.0
2010-01-01,7,110,4103,5541,1,0,109,1,75.08
2010-01-01,7,110,4103,5541,1,0,109,0,-78.0
2010-01-01,7,1774,4516,4829,1,0,63,1,60.0
2010-01-01,7,1221,4561,7538,1,0,80,1,52.12
2010-01-01,7,1969,5549,5411,1,0,29,1,2.24
2010-01-01,7,1369,5792,5541,1,0,44,0,0.93
2010-01-01,7,1166,5822,5499,1,0,54,1,11.87
2010-01-01,7,1166,5822,5499,1,0,54,0,55.0
