Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2014-01-01,0,1091,191,4900,1,0,60,0,184.03
2014-01-01,0,1247,2065,3000,1,0,13,1,614.03
2014-01-01,0,652,4293,5411,1,0,15,1,3.12
2014-01-01,1,1859,2241,4899,3,3,88,0,188.28
2014-01-01,1,1859,2241,4899,3,0,88,0,167.06
2014-01-01,1,1807,2823,5814,1,0,80,1,3.92
2014-01-01,1,1471,3094,4814,1,0,108,0,63.07
2014-01-01,1,1425,4006,4784,3,0,88,1,23.47
2014-01-01,1,1995,4180,7011,1,0,123,1,229.27
2014-01-01,1,1995,4180,7011,1,0,123,1,-268.0
2014-01-01,1,658,5548,5912,1,0,29,1,69.71
2014-01-01,2,895,217,5310,1,0,13,0,41.85
2014-01-01,2,658,1010,5411,1,0,29,0,12.51
2014-01-01,2,1259,2045,4900,1,0,15,0,148.68
2014-01-01,2,1425,2600,4784,3,0,88,0,25.4
2014-01-01,2,1030,2936,5411,1,0,122,1,4.46
2014-01-01,2,1514,3325,5411,1,0,53,1,12.0
2014-01-01,2,1411,3778,5411,1,0,43,0,3.29
2014-01-01,2,140,4150,5812,1,0,108,1,3.28
2014-01-01,2,1300,5754,5411,1,0,56,1,16.63
2014-01-01,3,840,37,5812,1,0,13,0,5.56
2014-01-01,3,895,217,5310,1,0,13,1,44.25
2014-01-01,3,1219,2309,3390,1,0,29,0,214.81
2014-01-01,3,1219,2309,3390,1,0,29,1,-343.0
2014-01-01,3,1030,2936,5912,1,0,122,1,5.58
2014-01-01,4,1296,67,5541,1,0,29,1,31.88
2014-01-01,4,1604,1095,5942,1,0,65,0,4.18
2014-01-01,4,20,1291,5942,1,0,109,0,3.33
2014-01-01,4,1130,2446,5977,1,0,13,1,1.35
2014-01-01,4,921,2541,5813,1,0,80,0,39.96
2014-01-01,4,241,3921,4899,3,0,88,1,124.78
2014-01-01,4,840,5602,5300,1,0,13,1,44.16
2014-01-01,4,1260,6081,5942,1,0,29,0,3.09
2014-01-01,5,142,1046,4814,3,0,88,1,265.19
2014-01-01,5,921,2541,7995,1,0,77,1,409.7
2014-01-01,5,679,3741,4784,3,0,88,1,38.31
2014-01-01,5,1487,4946,5812,1,0,71,1,84.06
2014-01-01,5,994,5367,5411,1,0,77,1,8.3
2014-01-01,6,1937,3,5541,1,0,64,0,-99.0
2014-01-01,6,1937,3,5541,1,0,64,1,99.0
2014-01-01,6,1937,3,5541,1,0,64,1,92.81
2014-01-01,6,840,37,5541,1,0,13,1,92.97
2014-01-01,6,840,37,5541,1,0,13,1,-80.0
2014-01-01,6,840,37,5541,1,0,13,1,80.0
2014-01-01,6,303,149,5541,1,0,14,0,-86.0
2014-01-01,6,303,149,5541,1,0,14,1,86.0
2014-01-01,6,303,149,5541,1,0,14,0,65.35
2014-01-01,6,948,1265,5311,1,0,29,1,56.6
2014-01-01,6,1130,2446,5499,1,0,122,1,-91.0
2014-01-01,6,1130,2446,5499,1,0,122,0,46.91
2014-01-01,6,1130,2446,5499,1,0,122,0,91.0
2014-01-01,6,402,2698,5814,1,0,32,1,1.09
2014-01-01,6,81,2962,5812,1,0,109,1,2.82
2014-01-01,6,1799,3076,5499,1,0,122,1,2.19
2014-01-01,6,515,3235,5411,1,0,109,1,4.47
2014-01-01,6,996,3310,5499,1,0,29,0,1.59
2014-01-01,6,1091,3334,5814,1,0,60,1,7.09
2014-01-01,6,1219,3466,7538,1,0,60,1,134.22
2014-01-01,6,1503,3476,5411,1,0,2,0,11.42
2014-01-01,6,1918,3898,5812,1,0,2,1,1.54
2014-01-01,6,706,4284,5541,1,0,13,1,77.0
2014-01-01,6,706,4284,5541,1,0,13,1,-77.0
2014-01-01,6,706,4284,5541,1,0,13,1,30.65
2014-01-01,6,668,4318,7538,1,0,2,1,30.18
2014-01-01,6,597,4540,5812,1,0,13,1,4.19
2014-01-01,6,750,4550,5912,1,0,73,1,6.97
2014-01-01,6,1088,4574,5541,1,0,98,0,55.0
2014-01-01,6,1088,4574,5541,1,0,98,1,-55.0
2014-01-01,6,1088,4574,5541,1,0,98,1,45.02
2014-01-01,6,1543,4687,5814,1,0,13,0,4.16
2014-01-01,6,636,4795,5499,1,0,43,1,65.0
2014-01-01,6,636,4795,5499,1,0,43,1,-65.0
2014-01-01,6,636,4795,5499,1,0,43,1,12.78
2014-01-01,6,488,4817,5411,1,0,109,1,10.31
2014-01-01,6,1719,4942,5812,1,0,29,0,2.34
2014-01-01,6,230,5033,5912,1,0,56,0,8.65
2014-01-01,6,1022,5148,5541,1,0,73,0,84.0
2014-01-01,6,1022,5148,5541,1,0,73,1,41.44
2014-01-01,6,1022,5148,5541,1,0,73,0,-84.0
2014-01-01,6,1997,5457,5411,1,0,63,1,25.53
2014-01-01,6,1774,5578,5411,1,0,63,1,1.19
2014-01-01,6,1247,5686,5812,1,0,13,1,12.42
2014-01-01,7,1807,165,4784,3,0,88,0,49.3
2014-01-01,7,1166,1222,5541,1,0,85,0,-60.0
2014-01-01,7,1166,1222,5541,1,0,85,0,12.31
2014-01-01,7,1166,1222,5541,1,0,85,0,60.0
2014-01-01,7,1809,2114,5812,1,0,118,1,8.4
2014-01-01,7,561,2716,5499,1,0,41,1,35.64
2014-01-01,7,561,2716,5499,1,0,41,0,-65.0
2014-01-01,7,561,2716,5499,1,0,41,1,65.0
2014-01-01,7,1262,3324,5311,1,0,13,1,22.67
2014-01-01,7,921,3457,5812,1,0,80,1,9.49
2014-01-01,7,1296,3665,4784,3,0,88,1,36.03
2014-01-01,7,489,4233,5541,1,0,75,1,62.66
2014-01-01,7,489,4233,5541,1,0,75,0,-83.0
2014-01-01,7,489,4233,5541,1,0,75,1,83.0
2014-01-01,7,209,4676,5499,1,0,109,0,1.12
2014-01-01,7,1969,4981,5499,1,0,29,1,2.46
2014-01-01,7,1730,5281,5499,1,0,77,0,2.23
2014-01-01,7,209,5575,5499,1,2,109,1,1.52
2014-01-01,7,948,5695,5411,1,0,29,1,2.98
2014-01-01,7,1369,5792,5812,1,0,44,1,1.66
2014-01-01,7,1980,5829,5094,1,0,14,0,59.31
2014-01-01,8,1026,983,5499,1,2,13,0,4.06
2014-01-01,8,1026,983,5499,1,0,13,1,2.92
2014-01-01,8,37,1230,5499,1,0,80,1,-76.0
2014-01-01,8,37,1230,5499,1,0,80,1,76.0
2014-01-01,8,37,1230,5499,1,0,80,1,43.37
2014-01-01,8,1830,1272,5812,1,0,73,1,5.23
2014-01-01,8,1330,2189,4784,3,0,88,0,35.18
2014-01-01,8,1604,2207,7538,1,0,65,0,24.33
2014-01-01,8,746,2319,5541,1,0,29,1,4.37
2014-01-01,8,1807,2823,4784,3,0,88,1,44.98
2014-01-01,8,437,3271,5411,1,1,60,1,8.27
2014-01-01,8,618,3411,4900,1,0,13,1,117.47
2014-01-01,8,434,3463,5499,1,0,41,1,56.0
2014-01-01,8,434,3463,5499,1,0,41,1,46.63
2014-01-01,8,434,3463,5499,1,0,41,1,-56.0
2014-01-01,8,1296,3708,5541,1,0,29,1,5.04
2014-01-01,8,1296,3708,4121,1,0,29,1,11.78
2014-01-01,8,1742,4414,5411,1,0,44,0,7.22
2014-01-01,8,80,4492,5411,1,0,85,1,4.12
2014-01-01,8,80,4492,5411,1,0,85,1,3.83
2014-01-01,8,1169,4778,5942,1,0,109,1,44.28
2014-01-01,8,849,5121,5411,1,0,89,1,11.32
2014-01-01,8,142,5140,5651,1,0,15,1,55.6
2014-01-01,8,1648,5282,7538,1,0,77,1,35.5
2014-01-01,8,437,5454,5814,1,0,60,1,10.25
2014-01-01,8,437,5454,5411,1,0,60,1,9.85
2014-01-01,8,1302,5464,7538,1,0,73,0,17.71
2014-01-01,8,1253,5691,5411,1,0,15,0,127.11
2014-01-01,8,564,5887,5912,1,0,63,1,14.66
2014-01-01,8,57,6006,5812,1,0,4,1,5.8
2014-01-01,9,1353,966,5912,1,0,114,0,10.35
2014-01-01,9,1666,993,4784,3,0,88,1,27.87
2014-01-01,9,1648,2166,5499,1,0,77,1,3.78
2014-01-01,9,1253,2248,7538,1,0,15,0,84.93
2014-01-01,9,1595,2429,5499,1,0,80,1,2.1
2014-01-01,9,1595,2429,4121,1,0,80,0,31.45
2014-01-01,9,465,2433,5942,1,0,32,0,2.14
2014-01-01,9,662,2638,5812,1,0,43,0,4.47
2014-01-01,9,1652,2688,5411,1,0,64,1,3.22
2014-01-01,9,699,3285,5812,1,0,41,0,3.83
2014-01-01,9,1219,3466,5411,1,0,60,0,3.22
2014-01-01,9,727,3808,5812,1,0,71,1,4.93
2014-01-01,9,80,3829,5812,1,0,85,1,3.78
2014-01-01,9,699,3875,7538,1,0,41,1,34.82
2014-01-01,9,716,3965,5411,1,0,13,1,3.52
2014-01-01,9,1777,4557,5411,1,2,118,1,4.69
2014-01-01,9,1725,4998,5814,1,0,118,1,1.23
2014-01-01,9,1777,5014,5411,1,0,118,0,3.94
2014-01-01,9,47,5080,5411,1,0,80,1,2.03
2014-01-01,9,849,5121,5814,1,0,89,1,10.52
2014-01-01,9,142,5140,5300,1,0,15,1,76.6
2014-01-01,9,142,5140,5541,1,0,15,1,9.6
2014-01-01,9,1133,5211,5812,1,0,80,1,5.11
2014-01-01,9,1830,5217,4829,1,0,73,1,60.0
2014-01-01,9,57,6006,5499,1,0,4,1,2.3
2014-01-01,9,1586,6051,5814,1,0,80,1,10.48
2014-01-01,10,140,152,4121,1,0,108,1,13.67
2014-01-01,10,729,298,5812,1,0,44,1,1.8
2014-01-01,10,658,1010,4784,3,0,88,1,35.24
2014-01-01,10,819,1322,5411,1,0,85,1,1.41
2014-01-01,10,1586,2297,5814,1,0,80,1,11.37
2014-01-01,10,1595,2429,4121,1,0,80,0,23.4
2014-01-01,10,1133,2586,5310,1,0,80,1,8.91
2014-01-01,10,1983,2653,5411,1,0,13,1,11.98
2014-01-01,10,561,2716,4121,3,0,88,1,10.1
2014-01-01,10,801,3261,5541,1,0,109,1,9.88
2014-01-01,10,1259,3289,5814,1,0,15,0,6.21
2014-01-01,10,1221,4774,5541,1,0,13,1,0.91
