Date,Hour,ClientKey,CardKey,MCC,ChannelKey,OutcomeKey,GeoKey,FraudKey,Amount
2017-01-01,0,561,2716,5813,1,0,41,1,7.05
2017-01-01,1,618,3411,5719,2,0,13,0,15.78
2017-01-01,1,561,4575,5813,1,0,41,1,5.23
2017-01-01,1,1807,5712,5541,2,0,80,1,6.24
2017-01-01,2,140,152,5411,2,0,108,1,2.96
2017-01-01,2,1425,1141,4784,3,0,88,1,20.46
2017-01-01,2,1332,2406,5411,2,0,80,1,137.9
2017-01-01,2,1411,5761,5411,2,0,71,0,5.13
2017-01-01,3,738,204,5300,2,0,14,1,12.83
2017-01-01,3,895,217,5311,3,0,88,1,37.65
2017-01-01,3,0,1271,7349,3,0,88,1,48.02
2017-01-01,3,140,3041,5411,2,0,108,1,3.49
2017-01-01,3,20,3895,5942,1,0,109,1,2.22
2017-01-01,4,1604,2207,5411,2,0,65,1,4.67
2017-01-01,4,816,3774,5300,2,0,108,1,122.96
2017-01-01,4,20,5011,5411,2,0,109,1,3.24
2017-01-01,4,1260,6081,5541,2,0,29,1,3.18
2017-01-01,4,921,6115,5813,2,0,80,1,26.77
2017-01-01,5,1799,3076,5499,1,0,80,1,0.9
2017-01-01,5,921,3457,7995,2,0,80,1,186.23
2017-01-01,5,1296,3708,5411,2,0,29,1,31.39
2017-01-01,5,994,4008,5411,2,0,77,1,9.34
2017-01-01,5,1125,4881,4900,3,0,88,0,154.55
2017-01-01,5,1184,4897,5813,2,0,13,1,34.65
2017-01-01,5,1487,4946,5812,2,0,89,0,96.28
2017-01-01,5,1523,5509,5311,2,0,73,1,53.54
2017-01-01,5,948,5695,5310,2,0,29,0,11.33
2017-01-01,5,1260,6081,5812,2,0,29,1,3.26
2017-01-01,6,1166,1222,5411,2,0,85,1,115.51
2017-01-01,6,996,1279,5942,1,0,29,0,1.98
2017-01-01,6,1219,2309,7538,2,0,60,1,91.45
2017-01-01,6,1595,2472,5411,2,0,80,0,35.07
2017-01-01,6,1073,2547,4829,1,0,44,1,100.0
2017-01-01,6,1807,2823,7538,2,0,80,0,96.7
2017-01-01,6,679,2894,5411,2,0,89,1,3.47
2017-01-01,6,1604,2950,5942,2,0,65,1,5.32
2017-01-01,6,1091,3334,5814,2,0,60,1,6.36
2017-01-01,6,1997,3343,5411,2,0,63,1,31.47
2017-01-01,6,1918,3898,5411,2,0,2,0,1.72
2017-01-01,6,1774,4516,5411,2,0,63,1,2.08
2017-01-01,6,1733,5013,5311,2,0,54,1,17.21
2017-01-01,6,515,5487,5411,2,0,109,1,4.85
2017-01-01,6,1969,5549,5499,2,0,29,1,2.21
2017-01-01,6,1826,5779,5942,2,0,29,1,3.61
2017-01-01,6,1826,5779,5812,2,0,29,1,3.42
2017-01-01,6,1799,5909,5912,2,0,80,1,34.04
2017-01-01,7,658,199,7538,2,0,29,1,84.2
2017-01-01,7,1166,1222,5499,2,0,85,1,-86.0
2017-01-01,7,1166,1222,5499,2,0,85,0,86.0
2017-01-01,7,1166,1222,5499,2,0,85,1,10.22
2017-01-01,7,1774,2003,4829,2,0,63,0,80.0
2017-01-01,7,1595,2472,5541,2,0,80,1,4.16
2017-01-01,7,1169,2485,4829,2,0,109,1,100.0
2017-01-01,7,402,2698,5541,2,0,32,1,1.29
2017-01-01,7,921,2718,5411,1,0,80,1,9.66
2017-01-01,7,679,2894,5499,2,0,89,1,72.0
2017-01-01,7,679,2894,5499,2,0,89,1,24.04
2017-01-01,7,679,2894,5499,2,0,89,0,-72.0
2017-01-01,7,1471,3094,4814,2,0,108,1,66.84
2017-01-01,7,1091,3334,5541,2,0,60,1,6.96
2017-01-01,7,1296,3708,4784,3,0,88,1,23.89
2017-01-01,7,849,3823,5541,2,0,89,0,3.13
2017-01-01,7,1088,3940,5942,2,0,98,1,21.15
2017-01-01,7,706,4284,4121,3,0,88,1,10.23
2017-01-01,7,0,4639,5300,2,0,61,1,95.24
2017-01-01,7,1125,4881,5541,2,0,109,1,16.37
2017-01-01,7,1125,4881,5541,2,0,109,1,-56.0
2017-01-01,7,1125,4881,5541,2,0,109,0,56.0
2017-01-01,7,1969,4934,5812,2,0,29,0,2.43
2017-01-01,7,1733,5013,5541,2,0,54,0,-62.0
2017-01-01,7,1733,5013,5541,2,0,54,0,62.0
2017-01-01,7,1733,5013,5541,2,0,54,0,24.4
